ID	Country	ISO	Admin	Code	Region	Category	Measure	Pop. Targeted	Comments	Non-compliance	Date	Source	Source Type
1467	Cuba	CUB			Americas	Social and economic measures	Military deployment	No	Deployment of military hospital to strengthen public health system capacity. Measures taken by the government but described in public media.	Not applicable	09/03/2020	Government — Cuba	Government
1468	Cuba	CUB			Americas	Public health measures	Health screenings in airports and border crossings	No	Additional health screening at borders, especially travellers from impacted countries. Measures taken by the government but described in public media.	Not applicable	09/03/2020	Government — Cuba	Government
1469	Cuba	CUB			Americas	Public health measures	Introduction of quarantine policies	Yes	All travellers enterring the country should quarantine for 14 days. 	Not applicable	24/03/2020	MoH	Government
1470	Cuba	CUB			Americas	Movement restrictions	Border closure 	Yes	Only cuban resident are allowed to enter the country, with flexibility to ensure cooperation with some countries. Measures taken by the government but described in public media. Applies for 30 days.	Not applicable	24/03/2020	Government — Cuba	Government
1471	Cuba	CUB			Americas	Public health measures	Strengthening the public health system	No	Increasing staff capacity.  Measures taken by the government but described in public media. 	Not applicable	24/03/2020	Government — Cuba	Government
1472	Cuba	CUB			Americas	Social distancing	Limit public gatherings	No	50%  of restaurant closed. Campings, hotels, cinemas and theatres are closed. Measures taken by the government but described in public media. 	Not applicable	24/03/2020	Government — Cuba	Government
1473	Cuba	CUB			Americas	Social and economic measures	Economic measures	No	Strong social protection to avoid unemployment. Measures taken by the government but described in public media. 	Not applicable	20/03/2020	Government — Cuba	Government
2700	Cuba	CUB			Americas	Movement restrictions	Domestic travel restrictions	Yes	Tourists staying in hotels will be confined to those hotels until it is time for them to depart. They cannot leave the hotel unless to go to the aiport. All excursions are suspended. A medic will visit the hotel twice per day. Tourists can only move around for essential trips and in officially authorised and licensed transport, e.g. yellow taxis for trips to the airport to catch their flight. Tourists can no longer rent cars.	Not available	23/03/2020	Foreign Ministry — UK	Government
2714	Cuba	CUB			Americas	Public health measures	General recommendations	No	Inhabitants should were masks anytime they leave their house.	Not applicable	26/03/2020	Government — Cuba	Government
218	Cyprus	CYP			Europe	Movement restrictions	Border closure 	Yes	All non cypriots or non cyprtiots who have a residence permit	Not applicable	15/03/2020	Government	Government
220	Cyprus	CYP			Europe	Social distancing	Schools closure 	No		Not applicable	09/03/2020	Government	Government
221	Cyprus	CYP			Europe	Social and economic measures	Economic measures	Yes	Families, small business and vulnerable populations	Not applicable	15/03/2020	Government	Government
222	Cyprus	CYP			Europe	Movement restrictions	Additional health/documents requirements upon arrival	Yes	International passengers	Not applicable	15/03/2020	Government 	Government
223	Cyprus	CYP			Europe	Public health measures	Introduction of quarantine policies	No	International passengers	Not applicable	15/03/2020	Government	Government
224	Cyprus	CYP			Europe	Social distancing	Limit public gatherings	No		Not applicable	15/03/2020	Government	Government
225	Cyprus	CYP			Europe	Public health measures	Awareness campaigns	No		Not applicable	15/03/2020	Government	Government
1167	Cyprus	CYP			Europe	Social and economic measures	State of emergency declared	No			15/03/2020	US Embassy of Cyprus	Government
1168	Cyprus	CYP			Europe	Social distancing	Public services closure 	Yes	All schools and hotels (until at least 10. April). All workplaces excpet those providing basic needs and emergency services (untul at least 27. March). All non-essentials public facilites. limited in ppl allowed in places of essiatials (pharmicies, grocery stores etc)		16/03/2020	US Embassy of Cyprus	Government
1170	Cyprus	CYP			Europe	Movement restrictions	International flights suspension	No	All flights for 14 days 		21/03/2020	US Embassy Cyprus 	Government
1170	Cyprus	CYP			Europe	Public health measures	Strengthening the public health system	No	Suspension of non-emergent cases and surgeries, ban on patient vistors		20/03/2020	Ministry of foreign affairs - Cyprus	Government
2221	Cyprus	CYP			Europe	Public health measures	Health screenings in airports and border crossings	Yes	screening passengers from China, Hong Kong, northern Iran, Italy, Japan, Singapore and Korea, South more intensively.	Not applicable	07/03/2020	International SOS	Other organisations
2222	Cyprus	CYP			Europe	Movement restrictions	Curfews	Yes	partial curfew will be in place for 14 days.  Individuals may only leave their residences to seek goods and services from essential personnel and businesses.  All public sector employees except for the police force, fire department, health, civil aviation, finance and similar services will be under administrative leave until March 27, 2020.  Private sector businesses except those which provide basic needs such as groceries, bakeries, gas stations, pharmacies, etc., will also be closed until at least March 27.  All business hours are restricted from 07:00 to 18:00.	Not applicable	23/03/2020	US Embassy Cyprus	Government
2223	Cyprus	CYP			Europe	Social and economic measures	Emergency administrative structures activated or established	No	enhancements to the emergency declaration. Until April 13, all unnecessary movement is banned with certain exceptions.  All people must carry identification and proof as to the purpose of their movement.  Parks, playgrounds, open-air sport spaces, and public gathering areas will be closed to the public.	Not applicable	24/03/2020	US Embassy Cyprus	Government
2224	Cyprus	CYP			Europe	Movement restrictions	Domestic travel restrictions	No	Public Transport Companies which have the exclusive right to carry passengers on their geographical area, will not carry any passengers who do not possess any evidence, either in hard copy or electronic form (as these are issued by the competent authorities of the Republic of Cyprus), allowing them to be transferred outside their home.	Not applicable	23/03/2020	Press and Information Office Cyprus	Other organisations
2980	Cyprus	CYP			Europe	Lockdown	Partial lockdown	No	A national lockdown will be enforced from 24 March to at least 13 April. All residents and citizens are required to stay home.	Not available	24/03/2020	International SOS	Other organisations
450	Czech Republic	CZE			Europe	Public health measures	Health screenings in airports and border crossings	No	Screenings at major border crossings	Not applicable	12/03/2020	U.S. Embassy in the Czech Republik	Government
451	Czech Republic	CZE			Europe	Public health measures	Introduction of quarantine policies	Yes	If an infection is suspected authorities may be directed to a quarantine facility for testing and legally mandated quarantine. 	Not applicable	12/03/2020	U.S. Embassy in the Czech Republik	Government
452	Czech Republic	CZE			Europe	Social distancing	Schools closure 	No	All schools, universities, cultural institions are closed for the next 30 days. 	Not applicable	12/03/2020	U.S. Embassy in the Czech Republik	Government
453	Czech Republic	CZE			Europe	Social distancing	Limit public gatherings	No	All public events with more than 30 people are banned. 	Not applicable	12/03/2020	U.S. Embassy in the Czech Republik	Government
455	Czech Republic	CZE			Europe	Social and economic measures	State of emergency declared	No		Not applicable	12/03/2020	U.S. Embassy in the Czech Republik	Government
456	Czech Republic	CZE			Europe	Lockdown	Partial lockdown	Yes	Nationwide quarantine from 16 March until 24 March, except for essential needs, helping others and necessary trips to famillies	Not applicable	16/03/2020	U.S. Embassy in the Czech Republik	Government
457	Czech Republic	CZE			Europe	Movement restrictions	Border closure 	No	Borders closed from 16 March to 24 March	Not applicable	16/03/2020	U.S. Embassy in the Czech Republik	Government
949	Czech Republic	CZE	Prague		Europe	Social distancing	Limit public gatherings	No	People are required to wear protective medical masks and keep a distance of 2m everywhere	fines	18/03/2020	U.S. Embassy in the Czech Republic	Government
950	Czech Republic	CZE			Europe	Social distancing	Limit public gatherings	No	Ban of all public and private gatherings	Not available		U.S. Embassy in the Czech Republic	Government
951	Czech Republic	CZE			Europe	Social distancing	Limit public gatherings	Yes	For the protection of elderly people, only people over 65 years or people with disability over 50 are allowed to enter grocery and drug stores from 7-9am (earlier set as 10-12am). Also, a support hotline for elderly to help them with their shopping was implemented	Not available	19/03/2020	Government	Government
